id,name,host_id,host_name,room_type,price,minimum_nights,availability_365
17647987,"Sanlitun United Lake East Third Ring Agricultural Exhibition Hall Embassy Area Baijiazhuang Independential Room, clean and comfortable, cookted. Near Metro No. 10 Unity Lake Station parent child tour",117383793,Over,Entire home/apt,342,1,358
17656394,Wulipiggy1   Guomao Night View   Private Cinema   Party   Japanese Home   Cure   Couple Dating   Tatami   Sanlitun   Double Well Subway,41977170,Yang,Entire home/apt,382,1,81
17658317,Sihe Yasuian Queen Room under the Great Wall,31666752,Shu,Private room,778,1,353
17660146,"Tiananmen, Forbidden City, front door, Tiantan Park North Gate near hardcover 2 3 people live  except foreign tourists ",98046282,Chuanbin,Entire home/apt,369,2,14
17660426, Spring   Sanlitun Soho next to the south to the balcony bed room,71635216,Sunny,Private room,201,2,0
17663461,"Limited time, 10  off, No. 11, No. 13, No. 13, subway, Bird s Nest, Wangjingshuiqiao West Elder Fraternity, Hawangchun Road, Sanyuan Bridge, Niki",120207798,Handsome guy,Private room,208,1,165
17668450,Warm and convenient house,120276233,YiXin,Entire home/apt,208,3,53
17669586,Sihe Yashe comfortable tatami,31666752,Shu,Private room,664,1,353
17669677,Sihe Yashe Foundation Standard Room,31666752,Shu,Private room,322,1,351
17670062,"Located in Beijing  Third Embassy Area , the visa is preferred   the only  noisy in the middle  high end service apartment",88236641,Ri Yuan,Entire home/apt,503,1,365
17671212,Sihe Yasuian Queen Room under the Great Wall,31666752,Shu,Private room,778,1,354
17671221,"At that moment   Gujing Town, Great Wall Panorama Romantic Duplex Apartment",120004401,瑜,Entire home/apt,497,1,179
17671271,Sihe Jian Shouji picks tatami,31666752,Shu,Private room,557,1,352
17671320,Sihe Yashe Foundation Queen Room,31666752,Shu,Private room,336,1,356
17671657,Cozy Apartment and Local Life Warm House,78934733,Fan,Private room,81,2,0
17671876,Sihe Yashe Characteristic,31666752,Shu,Private room,557,1,353
17672481,Walking subway 5 minutes Tiananmen Tiantan Wangfujing national trade straight,116011473,fruit,Entire home/apt,3348,1,365
17673670,Wangjing SOHO   798   Elegant Living Room,73699657,Zehui,Entire home/apt,557,1,356
17674239, Home Bed and Breakfast  Maqiao Subway Jinghai Road Loft Luxury hardcover,119771066,Cui Li,Entire home/apt,570,1,0
17674505," Xin 2  Dance Academy of Dance Schools, North Outsourcing, North, Northern Hospital   New Oriental Hardcover",120336730,Open,Private room,255,10,365
17676835,"On the 13th line, the center of the center is quiet, the bedroom is clean and tidy IELTTORTORTOR TEUNIC TXT Tsinghua, the North Language Resting Preparation",120359621,Austin,Private room,181,1,49
17677362,"Line 4 is near the subway, Beijing South Railway Station, convenient transportation",85385868,snow,Private room,302,1,180
17678175,Private Room in the heart of Beijing   action ,25322281,Of,Private room,168,1,80
17683568,"Complete set of two residential garden bridges, big zoo Summer Palace",38829351,Shadow,Entire home/apt,423,1,365
17684463,"Wangjing SOHO, Central Beauty, 798, Hengtong, Wangjing South Subway, Capital Airport, East Fourth Ring, Jiuxian Bridge, Taiwan, Sunshine Comfort Independent Bedroom",120449859,Yao Kun Yaokun,Private room,195,2,77
17684903,"Near Liberation Army 307 Hospital Beijing West Railway Station 5 minutes to the subway, warm and comfortable two residence  East ",102165838,June,Entire home/apt,456,2,352
17685506,Hatchery by the Great Wall,84441562,Hatchery,Entire home/apt,1490,1,358
17685902,"Great Wall Building next to Yanlongxia, Yanqi Lake   1",116809362,Open,Entire home/apt,1590,1,363
17686582,Wangjing SOHO   798   Jiuxian Bridge Simple Room,73699657,Zehui,Entire home/apt,557,1,359
17688983,Capital Airport Xiangyun Town International Trade Metro No. 15 is warm,54350432,Much more,Entire home/apt,369,1,176
17691854,Double Bed Six Dome  Association ,44037550,Cao sister,Shared room,557,1,198
17692184,Bed Bed  Association  117,44037550,Cao sister,Shared room,141,1,351
17692356,Girl Bed  Association  118,44037550,Cao sister,Shared room,141,1,333
17694485,"Health SPA Bubble Pool, Buddha lying, sun room, fireplace roast fire, tonic diet, private royal garden in Pingxi Wangfu District,",101297823,CICI,Private room,2000,1,88
17700308,"Place of Place, West Endior Flag, Separate Bedroom 13",37752525,day,Private room,181,1,0
17701350,Subway downstairs  Black White Apartment,40156156,Steven,Entire home/apt,396,1,84
17701523,Yanqing farmhouse landscape gallery four quarter Huahai  the whole of 9 rooms in the second floor ,120619027,Wang Wei,Private room,1785,1,181
17701905,WARM APARTMENT Warm Double Apartment Independent Single Room,60817750,beautiful,Private room,195,3,362
17702142, Xin 1  Dance Academy of Dance Academy of Nations,120336730,Open,Private room,289,1,365
17706216,A8  Aegean Sea 1 BR  Airport IntlExhCtr,93050263,Center for Advanced Serviced Apartments Capital Airport New Country Shop,Entire home/apt,671,1,363
17706648,Old Palace Dragon Home Industry Deluxe Master Elena Apartment,119032681,star,Private room,161,1,364
17709191,Chongwenmen Association and Hospital Tongren Hospital   Tiananmen Wangfujing Warm 4 people,118519661,Shanshan,Entire home/apt,295,1,79
17709702,CBD 30 Sqm room  private bathroom and balcony,118136863,Rachel,Private room,309,1,163
17709741,Cozy sofa bed in Hutong near Houhai,108484630,Vicky,Entire home/apt,302,1,0
17711084,"        Ski Resort, Jinhai Lake, Panshan Scenic Area Warm American Mountain View",115127016,Yourself,Entire home/apt,389,1,85
17711376,"Monthly discount 1850  Convenient transportation  Near Yuanmingsuan, Peking University Tsinghua Zhongguan Village, suitable research training training internship",75942267,Lynn,Shared room,67,5,0
17711679,Beijing Tongzhou Tuqiao Metro Station Warm House,120711043,Sanxia,Private room,81,1,365
17712937,Near New National Exhibition Capital Airport Metro Theme Two residences can live 5 people airport free shuttle station,107321527,Bright,Entire home/apt,570,1,171
17718466,Chinese Style 3bedrooms 9people near Tiananmen,107964962,king,Entire home/apt,872,1,291
17721960," Yao Zhaoshe  Shuangwei Flaw Garden Town  Great Wall, Sima Tamata, Gujing Town ",117340511,Hua,Entire home/apt,698,1,87
17723422," Star also lives here  Chen Kun and other stars live high end communities, next to Dongzhimen Metro, walk in the street, near Sanlitun, high altitude view room",77175737,green,Entire home/apt,389,1,45
17727271,"Niki, Qiqi, Ya, Yizhuang, is ready to book",120868172,Jin Yan,Private room,275,1,365
17727862,"Romantic warm one bedroom  next to the Subway Line 10 Line Station , close to the Forbidden City, Tiananmen, Xiangshan Park and other popular attractions, night overlooking the capital TV tower",27052448,Shuyue,Entire home/apt,201,2,0
17737705," Urban Forest  Super Terrace, looking for Beijing, near Beijing Station   West Railway Station   South Railway Station  Not Allowed Party ",120726824,watermelon,Entire home/apt,369,1,78
17737754," Limited to girls  West Dawang Road No. 14, Pingleyuan Station, Near North University, Near Country Trade CBD, Soft Dream",65163550,Mj,Private room,87,1,169
17739360,"This bedroom, comfortable and clean, quiet",5476658,Ming,Private room,188,3,364
17739427,"323 Zhichun Road No. 10, five lines, IKEA, simple, hierarchy",100576006,National week,Entire home/apt,396,1,349
17740637,First consult 3 landslide Loft Big Bath Tank Overview Window Romantic Nights Couple Five Star Apartment Sanyuan Bridge Subway National Exhibition Sanlitun Tang Quan bath special elevator,97699322,Small,Entire home/apt,537,1,164
17741623,Wonderful room close to subway 10,44699523,Fanhy,Private room,188,1,89
17745072,"Japanese tatami fresh hut, Wangjing SOHO night landscape, panoramic windows, high altitude view, air purifier, treadmill",120726824,watermelon,Private room,282,1,81
17746073,"Retro idyllic wind warm cottage, Wangjing SOHO night landscape, high altitude view, 352 air purifier, humidifier, treadmill",120726824,watermelon,Private room,228,1,86
17750588,A 8 Double Well 8  Home Standard Warm Double Room on Shuangjing Bridge,103401765,Yuelin,Private room,201,1,348
17751662,One Piece Light Travel. Girls Quadruple Room   3  Lin 4 Hui Huadong Dawang Road International Trade CCTV Sanlitun Da Yuecheng big ,119769367,Jojo,Shared room,107,1,178
17760804,Books and tea shuangjing guomao app subsway line10,41919536,Danique,Entire home/apt,423,1,357
17760820,Books and tea shuangjing guomao app subsway line10,41919536,Danique,Private room,315,1,82
17767327,Zen Tea Almstrist  Tiananmen International Trade Sihui Gaobeidian Communication University Er Double Bridge ,118806917,Grace,Private room,161,1,361
17770162,      Beijing   Wangjing   Wangjing SOHO   798 Art District   No. 14 Metro Station   Viewing Queen Room,119868116,Rush,Entire home/apt,658,1,172
17772114,"Great Wall, Tema Tower, Gujing Town",53288323,Yang,Entire home/apt,805,1,88
17774736,"Beijing South Station Boai Hospital Line 10, Line 10, West Metro Line 4",121356884,Ruster,Entire home/apt,429,1,357
17774870,Mine dong  house,121358347,Continuation,Private room,168,2,76
17778686,"Fangzhuang subway, four parks and moatshest rivers surrounded, simple and refreshing landscape",21020080,Mufeng,Entire home/apt,322,1,0
17779160,"Gu Beiwu Town, the world s flower sea surrounding the building three rooms, one hall, two bathrooms, clean and tidy, warm and comfortable ",121409893,Quiet,Entire home/apt,396,1,365
17780745,Director of International Trade along Chang an Street  Golden Year  two living room,43732532,Garden,Entire home/apt,470,1,353
17781553,"Beijing suburbs bombarded the horn, Home Party Yard Welcome ",88058623,Small fish,Entire home/apt,382,2,91
17782862,"Xiao Niu Niu s home  1    Nanyuan Airport, Beijing South Station takes 10 minutes  Near Subway Line 10 Pomegranate Station, sharing bicycle 5 minutes",121446652,IS,Private room,127,2,0
17783097,"Dongzhun, next to the subway, close to Sanlitun, Industry, Shu Street, suitable for bang, sun gathering space",24896768,They have,Entire home/apt,879,1,362
17786874,cozy room airport area ,31284321,Reyy,Private room,148,1,364
17788448, New Room 50  Off  370 square meters  CBD The most central aerial European villa 270 degrees panoramic mansion ,121507542,Sweety,Entire home/apt,2852,1,357
17790287,International Trade CBD Baisi Bay American Gentleman Sunshine One Room Suite,52080918,Alice,Entire home/apt,429,1,357
17794861,Deluxe Bath Double Room,120669349,Ming,Private room,396,1,88
17797770,          Peking University   North   Northern Big Oral   Minlda Line 4 Subway can live 4 people Family Warm Suite Coutuest,30331961,Rose Rose,Entire home/apt,369,1,353
17798480,Si Hui Gaobeidian Communication University solved the hut,121622725,Credit,Entire home/apt,302,1,355
17798798,"Independent warm king room, sunshine is full of transportation",89255589,Anna,Private room,121,5,0
17799420,Beijing Zhongyue Old House Siheyuan near Metro Temple Miyama and Palace Street Chinese CourTyard,107533476,Sludge,Entire home/apt,1597,2,80
17801765," Simple beauty  Muji wind is simple, Dongzhimen subway station, walk to Yun Street   Sanlitun, Nanluogu Lane",77207050,small,Entire home/apt,376,1,78
17802740,"Gubei Water Town, One Room, One Hall, Garden View Suck, Branch",121658903,Yongxia,Entire home/apt,597,1,364
17803655,Near the comfort of Northern Zhongguancun Suzhou Street Renmin University,65046749,Sunny,Private room,188,2,290
17804602, R2  CBD   Guomao   Dawang Road   Baisi Bay   Postmodern City   Double Well   Coastal Northern Europe Sounds Warm and Coasts.,112514728,Seagull,Entire home/apt,295,1,1
17805307,BDA Dear Villa Sunshine Single Room Villa Conta Continental Idale,107339170,Collaboratory,Private room,658,1,365
17811805,"Delicate and warmth in the Bird s Nest, 5 minutes to the subway",84979153,Henry,Entire home/apt,490,1,358
17813168,"Clean    Living Room Bed  , more than 20 minutes Metro to Tiananmen Palace   Bird s Nest   Nanluogu Lane",93844429,Long,Shared room,74,1,18
17813279,Yuejia Boutique Hotel Apartment Danzhuang Airport Subway Line 6 Changyu Tianjie Erban Communication University Directa Ethi Ring East Third Ring High speed Railway South Station Beijing Station West Station Joy City International Trade,105115546,Michael,Entire home/apt,295,1,177
17813280,Guomao Baizi Bay Blue Fresh View Literature Loft,67656191,Coming Home,Entire home/apt,476,1,356
17813623,Metro Line 6 Airport South Station Forbidden City,105115546,Michael,Entire home/apt,295,1,363
17813961,Near Tiananmen Tiantan Park Tongren Oriental Hospital Subway Apartment Building,121771236,fee,Entire home/apt,490,1,365
17813968,                        ,36114138,IHOME Harmonize Apartment,Entire home/apt,429,1,168
17814253,A warm room in the heart of Beijing,121774945,Nobody,Private room,201,1,146
17814320, Lucky living room bed    subway more than 20 minutes to Tiananmen   Forbidden City   Bird s Nest   High end communities in Nanluo Lane,93844429,Long,Shared room,87,1,88
17814484,Beijing Miyun Apartment,121777409,Yifeng,Entire home/apt,121,2,111
17814744,A 6 Double Well 6  Sunshine Huahai Warm House Double Master Bedroom,103401765,Yuelin,Private room,188,3,347
17815224,"Close to the Youth Road, Subway Line 6, several stops in Nanluogu Lane, opposite the Chaoyang Joy City, National Day holiday two",88050164,Man,Entire home/apt,322,2,325
17816941,Double Room Bed  on  Retro Newly Decoction Bird Nest Water Cube Sino Japanese Friendship 306 Hospital Music Academy of Sciences and College Road University,17109828,Judy,Shared room,101,1,309
17818582,Happy Honey HopITable House Xi Yuan,22711068,Heather,Shared room,134,2,89
17821813,Cozy room for single airport ,31284321,Reyy,Private room,121,1,0
17822343,House Girl Apartment Wangjing South Subway Station SOHO   798 4 World Girl Bed,48328062,Pink,Shared room,87,2,90
17823125,Sanlitun Industry Embassy District Fresh Arts,92921700,Wei,Entire home/apt,597,2,177
17839895,"Opposite to the Xidan Wangfujing in the second ring is the city of Xuanwu Hospital, the city, the city, the modern, living room",110963990,Popoy.,Entire home/apt,389,3,353
17841688,The luxury two bedroom airport bus will be free,107321527,Bright,Entire home/apt,570,1,176
17842547,Line 7 Baisi Bay Station Perfect LOFT  Blue Lovers  Nordic Style Sunshine House International Trade Happy Valley,122047010,Little Muguo,Entire home/apt,497,1,358
17847593,Forest Township Resort Wan Room in Double Lodge   Forest Double Cooked House,122088598,Dali,Entire home/apt,1691,1,362
17847895,        Forest Parent,122088598,Dali,Entire home/apt,1986,1,363
17848674,Do not lose great time   big forest three poiny house villa,122088598,Dali,Entire home/apt,2590,1,362
17849139,Family traveling home   Forest Four Forest Lodge Villa,122088598,Dali,Entire home/apt,2885,1,362
17849290," Z house  three rooms, one hall, one bathroom, six people, close to Garden Board, Lugou Bridge, Metro No. 14 Zhang Guizhuang Station, can be transferred to the subway station",115886848,WITH,Entire home/apt,503,1,181
17849492,Outside the mountain   Forest three people Guanshan room,122088598,Dali,Entire home/apt,2885,1,362
17850246,A list of people in the mountains,122088598,Dali,Entire home/apt,3288,1,362
17851270,Asian Games Village Fine Dangda Silver Sunshine Grand Interior Apartment,118941604,Feel,Entire home/apt,356,3,0
17852629,"Look at the nest to sleep, warm and comfortable American sofa waiting for you    ",6812741,Fiona,Shared room,154,1,363
17852924,"big duplex 4 7quests near Tiantan, Tiananmen",107964962,king,Entire home/apt,819,1,353
17856198,"No. 43, Adjustment Road",122191659,Universal,Entire home/apt,483,3,0
17857355,Beijing 4 three bedroom special Yunnan style Chongwenmen Forbidden City front door Wangfujing Tiantan Beijing Station Tongren Association Hospital,96511058,Orchid,Entire home/apt,879,2,349
17857487,"International Trade CBD, comfortable and spacious warm style 100 square meters three rooms, renting one guest lying, living room big window CBD night view",18169565,Lu,Private room,403,5,89
17858073,Spacious room near chaoyangmen Chaoyang Gail Sany Soho Sanlitun Industry,18354861,Donald,Private room,188,1,83
17868174," Big tree  For only long term rent, please contact the home V inquiry directly  lalazeng",14491300,Withdrawal,Private room,208,7,13
17868314,"Water Town, Greatwall, Options Delivery Tang Parent child",122314916,Hop,Entire home/apt,1691,1,46
17868791,"Second slender, cool, warm  There is a desk chair and a wardrobe  If you love to travel, you don t want to live in the hotel, this is a place that makes you feel away ",119388838,Yuling,Private room,235,1,181
17869243,"Warm and comfortable home along the Tongzhou District, Beijing Tongzhou District",120868172,Jin Yan,Private room,208,1,91
17869338, Star Tempera  American five habitant villa is rifase drifting,114242022,Small,Entire home/apt,2577,1,88
17869724,1730 Zhi Chunlu Wukou 10 Line 10 Subway Sunshine Erthade,100576006,National week,Entire home/apt,396,1,362
17873799,"B2 designer transformed four in courts in the house Loft  Drum Tower Subway 2 minutes, close to Nanzheng Hai, New Wind System, Super Double Bed",85564466,Gilly,Entire home/apt,416,2,147
17881021,Peace Ribei Street   Yonghe Palace near the warm and comfortable small house,55489350,Yieshah,Shared room,81,1,0
17881413,"Along the West Chang an Street, close to Jade Quan Road Metro Line 1, clean, clean, warm, convenient travel ",66324810,Teng,Entire home/apt,228,1,364
17882534,"The main bedroom independent space is close to Bei Post North Ying Dynasty Wangfu School, is a good place to read, exam",119388838,Yuling,Private room,289,1,181
17883355,"Hardcover villa s second floor rental, providing private car rental or tourist attraction transfer service, welcome people ",115886848,WITH,Entire home/apt,503,3,365
17884554,798 Art District,106773801,Yaliang,Private room,369,1,180
17885766,A 10 Double Well 10  Matchbox hut viewing reading multi function double warm small bedroom,103401765,Yuelin,Private room,208,1,348
17887441,"Zhongguancun Business District, New Oriental, Subway Subway Subway",65046749,Sunny,Private room,168,2,348
17888698,Downtown Metro Sancha can live in the core of 8 people in the center of the national trade CBD,75173379,Happiness house,Entire home/apt,597,1,365
17888844,Nordic INS fresh house comfortable one live high end community fine decoration Beijing West Railway Station Metro Line 10,106258855,Sun Ke,Entire home/apt,336,1,351
17889548,Chaoyang Joy City Youth Road Youth Huijun,121622725,Credit,Entire home/apt,369,1,348
17892542,Capital Airport New National Exhibition Shunyi Wedding,120925746,Sea crystal,Entire home/apt,3476,1,173
17892805,Capital Airport New National Exhibition Siheyuan,120925746,Sea crystal,Entire home/apt,389,1,123
17892843,Single Villa Eight Immortals,122568738,Parent,Entire home/apt,2792,1,75
17893848," Flying to the moon  Invincible Tiantai View, North Airlines North Order Side Electricity Luxury Complete Space.",115116989,Jane,Shared room,141,2,0
17894848,The comfortable cottage outside Chaoyang door is suitable for a girl to stay in Beijing.,9865159,Xiaoyue,Private room,188,1,0
17895619,Beijing Waldorf Hotel Waldolf Astoria Beijing Suite,41440505,Xiaoyu,Entire home/apt,2000,1,179
17898612," Only rent girls  55 square meters of room Japanese style houses, less than five minutes from Sixth Line 6",85817180,Sui,Shared room,81,2,359
17899085,"B4 designer alley in the sun loft  Drum Tower Subway 2 minutes, close to the sea, new wind system, large double bed in Nanluo Lane",85564466,Gilly,Entire home/apt,403,2,337
17899754,Comfy clean double bdrm near the Temple of Heaven,70609605,Emma,Private room,235,1,0
17901409,Close to Metro Line 8 West Small House with a fever audio,122199662,Gem,Private room,67,1,82
17901887,"Long rent special price  spring full garden  Guomao CBD double well, walking subway 3 minutes.",84633406,Xiao Spring,Entire home/apt,456,1,176
17901990,13. Luxury Luxury Loft Apartment Near East Straight Trim Bridge Hub Near East Straight Decoration Romantic Bathtub,44503569,Feed,Entire home/apt,530,1,363
17904319,"Sanlitun Modern Apartment In house facilities are all standards for five star hotel, indoor coffee machine, satellite TV, Apple computer and other equipment, washing machine",59564758,Chen,Entire home/apt,752,2,0
17908318,"A1 Siheyuan Designer Hutong s Sunlight Loft  Drum Tower Subway 2 minutes, walk near Nanzheng Haihai, New Wind System, 2 Double Beds",85564466,Gilly,Entire home/apt,423,2,158
17908497,"C1 Siheyuan Designer Hutong s Super World Window Sunshine, New Wind System, Wardrobe Wardrobe",85564466,Gilly,Entire home/apt,382,2,165
17910658,"No. 10, Building 40, Shuguang, Sanyuanqiao, sufficient, southwest, neat, unchecked, close to Phoenix Hui Circle, near Metro",60434829,Bin,Entire home/apt,322,1,0
17911570,Subway Qi Line Baisi Bay Jinhai International Leisure American Wind Three bedroom Tonic,27240167,HoneyCherry,Entire home/apt,859,1,227
17914025,"Beijing CBD Two Bedroom,Five Minutes to Subway",122798681,Quietland,Entire home/apt,611,1,316
17918585," R1  Beijing West Railway Station, Wanshou Road, Princess Grave West Diaidai, Wukesong, Beijing 301, Air Force General Hospital, Beijing 304 Warm House",112514728,Seagull,Private room,121,3,88
17919065,Beihang North School Net Hotel North Yorkland China University Beijing Film Academy No. 10 Sunshine Warm House  Bed ,53813743,plum,Shared room,127,3,0
17921768,"Literature and art Xiaotai new warm sun room, give you a feeling.",78978130,蓓 蓓,Private room,127,1,252
17927543,"On the 10th line, the Sichun Road, five mouths, one home, rent, rent, rent, 21",100576006,National week,Entire home/apt,396,1,351
17928637,"Senior Years, Horizon, Harmony, West Sea Park, New Street",66529174,Lan Ying,Entire home/apt,1382,1,3
17928731,Warm villas with a wall of ancient north water town,122817572,Rube,Entire home/apt,1886,1,364
17929069,Two rooms next to the Jishuitan Hospital independent bathroom can be cooked,66529174,Lan Ying,Private room,752,1,0
17929083,"Room bed, bed, family room, next to Jishuitan Hospital, can be cooked",66529174,Lan Ying,Private room,295,2,7
17932438, Near the subway  Walk to the Forbidden City   Tiananmen   Wangfujing   Nanluoguxiang simple and simple,94386940,Jee,Entire home/apt,362,1,163
17936119," Fofo s Home   16 square meters southeast towards the bed bedroom, walk to the subway three yuan bridge station for about 8 minutes ",24274862,leaf,Private room,161,1,21
17945517,Warm hut,123125517,garden,Entire home/apt,644,3,88
17945758,Warm Family,123125517,garden,Entire home/apt,651,1,91
17948959,Dawang Road SOHO2 Room 2 Wei Senior Apartment  cbd  Subway 2 minutes  shopping center 5 minutes,58661085,Jay,Entire home/apt,1000,1,0
17949174, Near Subway  Walk to the Forbidden City   Tiananmen   Wangfujing   Jingshan Park   Nanluogu Lane to enjoy the Imperial City,94386940,Jee,Entire home/apt,597,1,171
17953531,Creative Homestay  Years ,54436429,Xingwei,Entire home/apt,1188,1,358
17955558,Jane Home lived in style Appartment beside Er Huan,39524195,Sky,Entire home/apt,315,1,47
17965735,Sima Tato Great Wall   Gujing Town  Beautiful     Nordic style duplex,123375250,Meat,Entire home/apt,597,1,87
17966043,Shahe High Education Park Near Subway Independent Sanitary Ware South to Sunshine Room Experts Only Long Taxi,25020986,Marissa,Entire home/apt,94,7,30
17966415,Near 798 Simple mixed floor balcony,98736039,Rice granules,Private room,2932,1,363
17966937,Gu Beiwei Town   Sima Tato Great Wall  Beautiful     Nordic style duplex,123375250,Meat,Entire home/apt,799,1,87
17968265,Neighboring Triluter Bridge Luxury Loft Boutique Apartment,115816170,Weasel,Entire home/apt,497,1,136
17969192,"Lele Li  Financial Senior Community , within the second ring of Beijing City, bus  including subway  is convenient, distance from the front door",42168694,/ Xin,Private room,181,2,361
17969821,Discover Pan Jia Yuan Ghost Market,50110978,Alex,Shared room,60,1,355
17971300,"City Center near subway whole flat 57m2, 3 beds",50399186,Jenny,Entire home/apt,517,1,49
17972232,Go to come back,69003232,Bag,Private room,201,1,89
17972747,Tiananmen Palace Chongwenmen Front Door Tongren Association and Modern Simple Third Living,45120983,Bai,Entire home/apt,698,1,157
17983320,Lovely house with garden near by Chaobai River,123542938,Red,Private room,188,1,362
17983462,One Night In Beijing,123382048,Andy,Private room,141,1,290
17983585,Beijing Iris House,13604427,Iris,Entire home/apt,2852,1,353
17984596,"The four bedroom line of the Third Ring Metro Line 10 is close to the Forbidden City Temple, Sanlitun, Tiananmen, Beijing Station, CCTV, and high end cells.",87103424,Zhu Mingde,Entire home/apt,658,1,351
17984630,"Lemon bombard  Beijing Chaoyang Beans, Dangda  to choose this ",123547186,Ruoxi,Entire home/apt,2503,1,179
17986038,Lemon gathering homes  Chaoyang Bean Village 2  to choose this ,123547186,Ruoxi,Entire home/apt,3382,1,179
17986577,Lemon Party Bang Villa  Huairou Red Sci Hunghu  to choose this ,123547186,Ruoxi,Entire home/apt,2181,1,180
17986717,Wangjing Xiangjiang North Shore is warm and comfortable to give you a good Metro Line 14. Line 15 is looking forward to your arrival.,123527874,Bamboo,Private room,168,1,0
17987065,Lemon Party Bang Villa  Walden Lake Store  to choose this ,123547186,Ruoxi,Entire home/apt,4080,1,179
17987513,Oversized Comfortable Nivory Apple Community Hotel Apartment Business Queen Room.,121586289,Flood,Entire home/apt,396,1,362
17987522,Lemon Party Bang Villa  Tongzhou Songzhuangda  to choose this ,123547186,Ruoxi,Entire home/apt,4583,1,180
17988431,"Five Oral Universe Center Bed  limited to men , near Tsinghua University, Wudao Subway Station 200 meters. Around Peking Air, Beihang, University of Geoscience, Yuanmingyuan.",123581879,Three,Shared room,107,2,0
17989326,2 minutes from Tiantongyuan Metro   Spacious and Warm Quadratic Room,8791128,Rab,Private room,161,3,158
17989429,Red apple   exclusive big grade window smart password lock house Chaoyang Joy City Youth Road Huadi City,105902594,Hong Wen,Private room,181,1,364
17989649,Beijing Miyun Ancient North Water Town Duplex,43717400,Mike,Entire home/apt,1302,1,178
17994200,"International Trade, Shilihe Metro Station hardcover apartment, can rent, can be dinner, alone    203 ",30218336,Amber,Entire home/apt,289,1,172
17996036,"Limited time quadrang                      ,                 , 400 square meters",83233661,Eva,Entire home/apt,6999,1,167
17996900,Living in the flower house in the most beautiful flower shop in Houhai to open a separate room bed room,82992019,Small courtyard,Private room,483,1,149
17998645,International Trade CBD Baisi Bay Classic Logs Two Room Rentals,27240167,HoneyCherry,Entire home/apt,738,1,361
18001205,"Shuangqiao Subway Station, the large room low price, 35 minutes to Tiananmen, the Forbidden City, Wangfujing, Xidan, Dongdi, International Trade, close to Communication University and Er",9591809,Snow,Private room,121,2,88
18001220,"Suitable for family residence, Tongzhou District, Beijing, 10 minutes from Metro, convenient transportation",107321563,Feng Jie,Entire home/apt,315,1,0
18001841,"Chaoyang Shuangqiao Subway Single Near Subangqiao Subway  35 minutes to Tiananmen, Near Communication University and Er",9341318,Enoch,Private room,127,2,53
18002288,Lovely Room Line 6 Youth Road Subway,60817750,beautiful,Private room,154,1,365
18003766,China China is coming to Beijing South Road to Subway Zaoyuan Homestay,123743621,Yi Feng,Entire home/apt,396,1,354
18004037,"Nearly many universities in the Big Twin Birds, the Big Bird of the North Yuxi Community",100778754,World,Entire home/apt,597,1,170
18004604,"Two bedroom, two halls, two halls, surrounding the Town, Gujing Town, warm and comfortable, clean and tidy",123756160,rock,Entire home/apt,664,1,0
18005208,"Two storey townhouse, farmhouse, air conditioning, TV, WIFI",123761929,Rosette,Entire home/apt,2885,1,181
18005343,Three rooms in one hallhouse for rent,123761929,Rosette,Entire home/apt,6710,1,181
18006621,Beijing comfortable home,72964912,Jane,Private room,114,2,272
18009677,"Yizhuang s holiday travel, warm small house welcomes friends at home and abroad",120868172,Jin Yan,Entire home/apt,456,1,181
18009867,"C2 Siheyuan Designer Hutong s Super World Window Sunshine, New Wind System, Wardrobe Wardrobe",85564466,Gilly,Entire home/apt,382,2,161
18009959,Beijing Halal Center Muslim Listings,48464739,dream,Entire home/apt,503,1,89
18010286,"B3 Siheyuan Designer Hutong s Sun Loft  Drum Tower Subway 2 minutes, close to Nanzhao Sea, New Wind System, Super Double Bed",85564466,Gilly,Entire home/apt,403,2,348
18011772,1 13 line 5 Duka Tsinghua University Peking University Beijing Language University Geological University Mine University North Kuma Beilong Agricultural Day Yuanmingyuan Summer Palace Bird Nest,106769377,Jhao,Entire home/apt,570,2,175
18012827,Warm nest,33593511,Chao,Private room,181,1,88
18014092,Eight Immortals Happy Tour,122568738,Parent,Shared room,2979,1,90
18016456,5 minutes walk to the subway near Beijing West Station South Station People s Liberation Army 307 Hospital Warm and comfortable home style,102165838,June,Entire home/apt,490,2,82
18021570,"A hot room and close to CCTV, Guomao, CBD    ",32867505,Clancy,Private room,148,1,0
18023736,"A modern apartment,1min walk to the subway station",21763041,Gives,Entire home/apt,322,1,0
18024879,Daxing Huangcun Line 4 Subway Qingyuan Road 1 minute scenic spot Direct to Tiananmen Great Wall Summer Palace,101172273,Conversation,Private room,302,1,365
18025257,Fengtai District Beijing South Railway Station West Railway Station First Economic and Trade University Metro Line 10,123971082,cockroach,Entire home/apt,315,1,365
18026323,Creative Homestay  The most romantic thing  Near North Dance of the army,54436429,Xingwei,Private room,309,1,354
18026624,Creative Homestay  Feng Huazheng Zhengmao  Near North Dance Army Art Zhongguancun,54436429,Xingwei,Private room,289,1,354
18026760,Creative Homestay  When I was a child  Near North Dance Army and Yi people Zhongguancun,54436429,Xingwei,Private room,248,1,354
18027230,"Quiet and warm, life, super good location is close to the Ring Trade Center, 6 minutes walk to Anzhen Metro Station. Community is quiet and comfortable",73120993,Crystal,Entire home/apt,295,2,0
